,code,term,system,codelist,cui
665,12014911000001100,Dipyridamole 15mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12014911000001100
666,12029611000001100,Dipyridamole 30mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12029611000001100
667,12029711000001100,Dipyridamole 30mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12029711000001100
668,12025511000001100,Dipyridamole 30mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12025511000001100
669,12023911000001100,Dipyridamole 30mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12023911000001100
670,12029311000001100,Dipyridamole 20mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12029311000001100
671,12029511000001100,Dipyridamole 20mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12029511000001100
672,12021211000001100,Dipyridamole 20mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12021211000001100
673,12018111000001100,Dipyridamole 20mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12018111000001100
674,12028711000001100,Dipyridamole 12.5mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12028711000001100
675,12028811000001100,Dipyridamole 12.5mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12028811000001100
676,12012711000001100,Dipyridamole 12.5mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12012711000001100
677,12011911000001100,Dipyridamole 12.5mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12011911000001100
678,31948811000001100,Dipyridamole 200mg/5ml oral suspension sugar free,SNOMED,bleeding_medications_hasbled,S-31948811000001100
679,32502011000001100,Dipyridamole 200mg/5ml oral suspension sugar free,SNOMED,bleeding_medications_hasbled,S-32502011000001100
680,32419011000001100,Dipyridamole 200mg/5ml oral suspension sugar free,SNOMED,bleeding_medications_hasbled,S-32419011000001100
681,31940111000001100,Dipyridamole 200mg/5ml oral suspension sugar free,SNOMED,bleeding_medications_hasbled,S-31940111000001100
682,8456311000001100,Dipyridamole 200mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-8456311000001100
683,8444611000001100,Dipyridamole 200mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-8444611000001100
684,635611000001102,Persantin 25mg tablets,SNOMED,bleeding_medications_hasbled,S-635611000001102
685,623011000001106,Persantin 100mg tablets,SNOMED,bleeding_medications_hasbled,S-623011000001106
686,83105008,Malignant hypertensive heart disease with congestive heart failure,SNOMED,congestive_heart_failure_chads,S-83105008
687,37927211000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-37927211000001104
688,844511000001107,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-844511000001107
689,592811000001109,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-592811000001109
690,50611000001102,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-50611000001102
691,12534311000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-12534311000001100
692,29996711000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-29996711000001100
693,38797311000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-38797311000001104
694,795611000001102,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-795611000001102
695,17786111000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-17786111000001100
696,476711000001102,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-476711000001102
697,29771211000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-29771211000001100
698,370411000001104,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-370411000001104
699,295211000001106,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-295211000001106
700,21777711000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-21777711000001100
701,16431611000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-16431611000001100
702,15967511000001100,Aspirin 75mg gastro-resistant tablets,SNOMED,bleeding_medications_hasbled,S-15967511000001100
703,30798211000001100,Aspirin 25mg capsules,SNOMED,bleeding_medications_hasbled,S-30798211000001100
704,30791611000001100,Aspirin 25mg capsules,SNOMED,bleeding_medications_hasbled,S-30791611000001100
705,12012511000001100,Aspirin 25mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12012511000001100
706,12012611000001100,Aspirin 25mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12012611000001100
707,11977111000001100,Aspirin 25mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-11977111000001100
708,11973211000001100,Aspirin 25mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-11973211000001100
709,12013511000001100,Aspirin 40mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12013511000001100
710,12013711000001100,Aspirin 40mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12013711000001100
711,11980211000001100,Aspirin 40mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-11980211000001100
712,11979511000001100,Aspirin 40mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-11979511000001100
713,8280711000001100,Aspirin 50mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-8280711000001100
714,8280811000001100,Aspirin 50mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-8280811000001100
715,8253111000001100,Aspirin 50mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-8253111000001100
716,12013811000001100,Aspirin 62.5mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12013811000001100
717,12013911000001100,Aspirin 62.5mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-12013911000001100
718,11981411000001100,Aspirin 62.5mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-11981411000001100
719,11980811000001100,Aspirin 62.5mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-11980811000001100
720,12012111000001100,Aspirin 100mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-12012111000001100
721,11712811000001100,Aspirin 100mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-11712811000001100
722,11968411000001100,Aspirin 100mg/5ml oral solution,SNOMED,bleeding_medications_hasbled,S-11968411000001100
723,11692711000001100,Aspirin 100mg/5ml oral suspension,SNOMED,bleeding_medications_hasbled,S-11692711000001100
724,10064711000001100,Aspirin 75mg effervescent tablets,SNOMED,bleeding_medications_hasbled,S-10064711000001100
725,10063211000001100,Aspirin 75mg effervescent tablets,SNOMED,bleeding_medications_hasbled,S-10063211000001100
726,10063011000001100,Aspirin 75mg effervescent tablets,SNOMED,bleeding_medications_hasbled,S-10063011000001100
727,319773006,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-319773006
728,765111000001108,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-765111000001108
729,916711000001109,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-916711000001109
730,595211000001103,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-595211000001103
731,9789111000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-9789111000001100
732,698811000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-698811000001100
733,15985111000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-15985111000001100
734,22610611000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-22610611000001100
735,163411000001106,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-163411000001106
736,173911000001105,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-173911000001105
737,12430611000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-12430611000001100
738,37148811000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-37148811000001104
739,29996011000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-29996011000001100
740,38796611000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-38796611000001104
741,13662311000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-13662311000001100
742,17785711000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-17785711000001100
743,15069611000001100,Aspirin 75mg dispersible tablets,SNOMED,bleeding_medications_hasbled,S-15069611000001100
744,775841000000109,Diabetic retinopathy detected by national screening programme (disorder),SNOMED,diabetes_chads,S-775841000000109
745,420300004,New York Heart Association Classification - Class I (finding),SNOMED,congestive_heart_failure_chads,S-420300004
746,769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads,S-769245002
747,717501000000108,Heart failure monitoring verbal invitation (procedure),SNOMED,congestive_heart_failure_chads,S-717501000000108
748,1511000119107,Diabetic peripheral neuropathy associated with type II diabetes mellitus,SNOMED,diabetes_chads,S-1511000119107
749,762463000,Diastolic hypertension co-occurrent with systolic hypertension (disorder),SNOMED,hypertension_chads,S-762463000
750,324411000000105,Chronic kidney disease stage 3B without proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324411000000105
751,314442009,Minimum night interval systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314442009
752,314445006,Average night interval systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314445006
753,329641000119104,Cerebrovascular accident due to thrombus of basilar artery (disorder),SNOMED,stroke_hasbled,S-329641000119104
754,324281000000104,Chronic kidney disease stage 3 without proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324281000000104
755,324211000000106,Chronic kidney disease stage 2 without proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324211000000106
756,324471000000100,Chronic kidney disease stage 4 without proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324471000000100
757,324151000000104,Chronic kidney disease stage 1 without proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324151000000104
758,129171000119106,Chronic kidney disease stage 3 due to hypertension (disorder),SNOMED,renal_disease_hasbled,S-129171000119106
759,314441002,Minimum day interval systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314441002
760,120041000119109,Atrial fibrillation with rapid ventricular response (disorder),SNOMED,atrial_fibrillation,S-120041000119109
761,314444005,Maximum day interval systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314444005
762,314446007,Average day interval systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314446007
763,70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder),SNOMED,diabetes_chads,S-70694009
764,235910007,Liver transplant disorder (disorder),SNOMED,liver_disease_hasbled,S-235910007
765,197362001,Toxic liver disease with fibrosis and cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled,S-197362001
766,253807009,Intrahepatic biliary atresia (disorder),SNOMED,liver_disease_hasbled,S-253807009
767,213153001,Liver transplant failure and rejection (disorder),SNOMED,liver_disease_hasbled,S-213153001
768,195475003,Esophageal varices with bleeding associated with another disorder (disorder),SNOMED,liver_disease_hasbled,S-195475003
769,235884008,Fulminant hepatic failure (disorder),SNOMED,liver_disease_hasbled,S-235884008
770,421326000,Neurologic disorder associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads,S-421326000
771,324371000000106,Chronic kidney disease stage 3B with proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324371000000106
772,36315003,Malignant hypertensive heart disease without congestive heart failure,SNOMED,hypertension_chads,S-36315003
773,194866002,Rupture of chordae tendinae as current complication following acute myocardial infarction,SNOMED,vascular_disease_chads,S-194866002
774,285991000119100,Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder),SNOMED,vascular_disease_chads,S-285991000119100
775,324121000000109,Chronic kidney disease stage 1 with proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324121000000109
776,703272007,Heart failure with reduced ejection fraction (disorder),SNOMED,congestive_heart_failure_chads,S-703272007
777,324501000000107,Chronic kidney disease stage 5 with proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324501000000107
778,324251000000105,Chronic kidney disease stage 3 with proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324251000000105
779,324181000000105,Chronic kidney disease stage 2 with proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324181000000105
780,311792005,Postoperative transmural myocardial infarction of anterior wall,SNOMED,vascular_disease_chads,S-311792005
781,716971000000109,Heart failure monitoring first letter (procedure),SNOMED,congestive_heart_failure_chads,S-716971000000109
782,716621000000101,Heart failure monitoring third letter (procedure),SNOMED,congestive_heart_failure_chads,S-716621000000101
783,717011000000100,Atrial fibrillation monitoring verbal invitation (procedure),SNOMED,atrial_fibrillation,S-717011000000100
784,198081000000101,Ambulatory systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-198081000000101
785,194767001,Benign hypertensive heart disease with congestive cardiac failure,SNOMED,hypertension_chads,S-194767001
786,711461000000104,Heart failure monitoring invitation (procedure),SNOMED,congestive_heart_failure_chads,S-711461000000104
787,83105008,Malignant hypertensive heart disease with congestive heart failure,SNOMED,hypertension_chads,S-83105008
788,314448008,Maximum 24 hour systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314448008
789,251070002,Non-invasive systolic arterial pressure (observable entity),SNOMED,systolic_blood_pressure,S-251070002
790,716981000000106,Atrial fibrillation monitoring second letter (procedure),SNOMED,atrial_fibrillation,S-716981000000106
791,407567007,Patient on maximal tolerated antihypertensive therapy (finding),SNOMED,hypertension_chads,S-407567007
792,19506911000001100,Eliquis 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),SNOMED,apixaban,S-19506911000001100
793,324541000000105,Chronic kidney disease stage 5 without proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324541000000105
794,950081000000107,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2 (disorder),SNOMED,renal_disease_hasbled,S-950081000000107
795,91109007,Gastric varices (disorder),SNOMED,liver_disease_hasbled,S-91109007
796,43904005,Macronodular cirrhosis (disorder),SNOMED,liver_disease_hasbled,S-43904005
797,362421000000102,Chronic hepatitis annual review - enhanced services administration (procedure),SNOMED,liver_disease_hasbled,S-362421000000102
798,34742003,Portal hypertension (disorder),SNOMED,liver_disease_hasbled,S-34742003
799,51292008,Hepatorenal syndrome (disorder),SNOMED,liver_disease_hasbled,S-51292008
800,235916001,Ichthyosis congenita with biliary atresia (disorder),SNOMED,liver_disease_hasbled,S-235916001
801,233924009,Heart failure as a complication of care (disorder),SNOMED,congestive_heart_failure_chads,S-233924009
802,60037002,Chronic persistent viral hepatitis (disorder),SNOMED,liver_disease_hasbled,S-60037002
803,432777003,Accelerated rejection of liver transplant (disorder),SNOMED,liver_disease_hasbled,S-432777003
804,725939009,Cirrhosis of liver caused by amiodarone (disorder),SNOMED,liver_disease_hasbled,S-725939009
805,768006009,Chronic hepatitis C caused by Hepatitis C virus genotype 3 (disorder),SNOMED,liver_disease_hasbled,S-768006009
806,725940006,Cirrhosis of liver caused by methyldopa (disorder),SNOMED,liver_disease_hasbled,S-725940006
807,853761000000103,Living donor liver transplantation (procedure),SNOMED,liver_disease_hasbled,S-853761000000103
808,13980411000001100,Aspirin 40mg oral powder sachets,SNOMED,antiplatelets,S-13980411000001100
809,800511000001106,Angettes 75 tablets,SNOMED,antiplatelets,S-800511000001106
810,414311000001102,Nu-Seals 75 gastro-resistant tablets,SNOMED,antiplatelets,S-414311000001102
811,636011000001100,PostMI 75 dispersible tablets,SNOMED,antiplatelets,S-636011000001100
812,38411000001101,PostMI 75 EC tablets,SNOMED,antiplatelets,S-38411000001101
813,927411000001108,Caprin 75mg gastro-resistant tablets,SNOMED,antiplatelets,S-927411000001108
814,473711000001109,Enprin 75mg gastro-resistant tablets,SNOMED,antiplatelets,S-473711000001109
815,281311000001104,Micropirin 75mg gastro-resistant tablets,SNOMED,antiplatelets,S-281311000001104
816,445511000001104,Gencardia 75mg gastro-resistant tablets,SNOMED,antiplatelets,S-445511000001104
817,17221711000001100,Pure Health Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-17221711000001100
818,20536811000001100,Boots Aspirin 75mg gastro-resistant tablets,SNOMED,antiplatelets,S-20536811000001100
819,32968711000001100,Danamep 75mg dispersible tablets,SNOMED,antiplatelets,S-32968711000001100
820,35581511000001100,Mandaprin 75mg dispersible tablets,SNOMED,antiplatelets,S-35581511000001100
821,319799004,Clopidogrel 75mg tablets,SNOMED,antiplatelets,S-319799004
822,724424009,Cerebral ischemic stroke due to small artery occlusion (disorder),SNOMED,stroke_hasbled,S-724424009
823,235911006,Liver transplant rejection (disorder),SNOMED,liver_disease_hasbled,S-235911006
824,197361008,Toxic liver disease with chronic active hepatitis (disorder),SNOMED,liver_disease_hasbled,S-197361008
825,419728003,Portal cirrhosis (disorder),SNOMED,liver_disease_hasbled,S-419728003
826,235886005,Chronic hepatic failure (disorder),SNOMED,liver_disease_hasbled,S-235886005
827,173639004,Fiberoptic esophagoscopy and injection sclerotherapy of varices (procedure),SNOMED,liver_disease_hasbled,S-173639004
828,307757001,Chronic alcoholic hepatitis (disorder),SNOMED,liver_disease_hasbled,S-307757001
829,324311000000101,Chronic kidney disease stage 3A with proteinuria (disorder),SNOMED,renal_disease_hasbled,S-324311000000101
830,950211000000107,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2 (disorder),SNOMED,renal_disease_hasbled,S-950211000000107
831,195216008,Left sided cerebral hemisphere cerebrovascular accident (disorder),SNOMED,stroke_chads,S-195216008
832,401047000,Hypertension treatment refused (context-dependent category),SNOMED,hypertension_chads,S-401047000
833,1082641000000100,Alcohol units consumed per week (observable entity),SNOMED,alcohol_consumption,S-1082641000000100
834,233846000,Ventricular septal defect as current complication following acute myocardial infarction,SNOMED,vascular_disease_chads,S-233846000
835,698593009,History of non-ST segment elevation myocardial infarction (situation),SNOMED,vascular_disease_chads,S-698593009
836,230715005,Posterior circulation stroke of uncertain pathology (disorder),SNOMED,stroke_hasbled,S-230715005
837,400974009,Standing systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-400974009
838,233826005,Acute non-Q wave infarction - anteroseptal (disorder),SNOMED,vascular_disease_chads,S-233826005
839,248411000000105,Atrial fibrillation annual review (regime/therapy),SNOMED,atrial_fibrillation,S-248411000000105
840,314464000,24 hour systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314464000
841,714152005,Chronic kidney disease stage 5 on dialysis (disorder),SNOMED,renal_disease_hasbled,S-714152005
842,314440001,Average systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314440001
843,314439003,Maximum systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-314439003
844,407554009,Sitting systolic blood pressure (observable entity),SNOMED,systolic_blood_pressure,S-407554009
845,242112007,Fall from car while boarding or alighting due to tripping on seat belt,SNOMED,fall,S-242112007
846,129171000119106,Chronic kidney disease stage 3 due to hypertension,SNOMED,hypertension_chads,S-129171000119106
847,33559001,Pineal hyperplasia AND diabetes mellitus syndrome (disorder),SNOMED,diabetes_chads,S-33559001
848,160592001,Alcohol intake above recommended sensible limits (finding),SNOMED,alcohol_hasbled,S-160592001
849,23969411000001100,Dipyridamole 50mg/5ml oral suspension sugar free,SNOMED,dipyridamole,S-23969411000001100
850,29674811000001100,Dipyridamole 50mg/5ml oral suspension sugar free,SNOMED,dipyridamole,S-29674811000001100
851,339811000001108,Dipyridamole 50mg/5ml oral suspension sugar free,SNOMED,dipyridamole,S-339811000001108
852,443402002,Lifestyle education regarding hypertension (procedure),SNOMED,hypertension_chads,S-443402002
853,195185009,Cerebral infarct due to thrombosis of precerebral arteries,SNOMED,stroke_hasbled,S-195185009
854,371068009,Myocardial infarction with complication (disorder),SNOMED,vascular_disease_chads,S-371068009
855,421365002,Peripheral circulatory disorder associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads,S-421365002
856,81531005,Diabetes mellitus type 2 in obese (disorder),SNOMED,diabetes_chads,S-81531005
857,267471001,Diabetes + eye manifestation (& [cataract] or [retinopathy]) (disorder),SNOMED,diabetes_chads,S-267471001
858,30919611000001100,Clopidogrel 6mg oral powder sachets,SNOMED,antiplatelets,S-30919611000001100
859,30874811000001100,Clopidogrel 6mg oral powder sachets,SNOMED,antiplatelets,S-30874811000001100
860,31140711000001100,Clopidogrel 3.5mg oral powder sachets,SNOMED,antiplatelets,S-31140711000001100
861,31135811000001100,Clopidogrel 3.5mg oral powder sachets,SNOMED,antiplatelets,S-31135811000001100
862,32392111000001100,Clopidogrel 6mg/ml oral suspension,SNOMED,antiplatelets,S-32392111000001100
863,32338411000001100,Clopidogrel 6mg/ml oral suspension,SNOMED,antiplatelets,S-32338411000001100
864,34682711000001100,Clopidogrel 7mg/ml oral suspension,SNOMED,antiplatelets,S-34682711000001100
865,34676811000001100,Clopidogrel 7mg/ml oral suspension,SNOMED,antiplatelets,S-34676811000001100
866,36903411000001100,Clopidogrel 5mg/5ml oral solution,SNOMED,antiplatelets,S-36903411000001104
867,36894011000001100,Clopidogrel 5mg/5ml oral solution,SNOMED,antiplatelets,S-36894011000001104
868,454611000001104,Plavix 75mg tablets,SNOMED,antiplatelets,S-454611000001104
869,13663511000001100,Plavix 300mg tablets,SNOMED,antiplatelets,S-13663511000001100
870,15907411000001100,Grepid 75mg tablets,SNOMED,antiplatelets,S-15907411000001100
871,36069811000001100,Dipyridamole 10mg/2ml solution for injection ampoules,SNOMED,antiplatelets,S-36069811000001104
872,708248004,End stage liver disease (disorder),SNOMED,liver_disease_hasbled,S-708248004
873,62216007,Familial arthrogryposis-cholestatic hepatorenal syndrome (disorder),SNOMED,liver_disease_hasbled,S-62216007
874,735733008,Cirrhosis of liver co-occurrent and due to primary sclerosing cholangitis (disorder),SNOMED,liver_disease_hasbled,S-735733008
875,19682006,Lupus hepatitis (disorder),SNOMED,liver_disease_hasbled,S-19682006
876,1116000,Chronic aggressive type B viral hepatitis (disorder),SNOMED,liver_disease_hasbled,S-1116000
877,916711000001109,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-916711000001109
878,595211000001103,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-595211000001103
879,9789111000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-9789111000001100
880,698811000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-698811000001100
881,15985111000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-15985111000001100
882,22610611000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-22610611000001100
883,163411000001106,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-163411000001106
884,173911000001105,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-173911000001105
885,12430611000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-12430611000001100
886,37148811000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-37148811000001104
887,29996011000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-29996011000001100
888,38796611000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-38796611000001104
889,13662311000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-13662311000001100
890,17785711000001100,Aspirin 75mg dispersible tablets,SNOMED,antiplatelets,S-17785711000001100
891,276722003,Intracerebellar and posterior fossa hemorrhage (disorder),SNOMED,stroke_hasbled,S-276722003
892,311796008,Postoperative subendocardial myocardial infarction,SNOMED,vascular_disease_chads,S-311796008
893,195474004,Esophageal varices associated with another disorder (disorder),SNOMED,liver_disease_hasbled,S-195474004
894,1287007,Congenital absence of bile duct (disorder),SNOMED,liver_disease_hasbled,S-1287007
895,128302006,Chronic hepatitis C (disorder),SNOMED,liver_disease_hasbled,S-128302006
896,20415001,Progressive sclerosing poliodystrophy (disorder),SNOMED,liver_disease_hasbled,S-20415001
897,197310003,Biliary cirrhosis of children (disorder),SNOMED,liver_disease_hasbled,S-197310003
898,194858006,Subsequent myocardial infarction of inferior wall,SNOMED,vascular_disease_chads,S-194858006
899,233847009,Cardiac rupture after acute myocardial infarction,SNOMED,vascular_disease_chads,S-233847009
900,15990001,Acute myocardial infarction of posterolateral wall,SNOMED,vascular_disease_chads,S-15990001
901,233825009,Acute Q wave infarction - anteroseptal (disorder),SNOMED,vascular_disease_chads,S-233825009
902,235901004,Hepatic fibrosis with hepatic sclerosis (disorder),SNOMED,liver_disease_hasbled,S-235901004
903,737297006,Transplanted liver present (finding),SNOMED,liver_disease_hasbled,S-737297006
904,266468003,Cirrhosis - non-alcoholic (disorder),SNOMED,liver_disease_hasbled,S-266468003
905,235885009,Subfulminant hepatic failure (disorder),SNOMED,liver_disease_hasbled,S-235885009
906,173661009,Rigid esophagoscopy and banding of esophageal varices (procedure),SNOMED,liver_disease_hasbled,S-173661009
907,79607001,Congenital hepatic fibrosis (disorder),SNOMED,liver_disease_hasbled,S-79607001
908,314903002,Non-insulin dependent diabetes mellitus with arthropathy,SNOMED,diabetes_chads,S-314903002
909,160578007,Very heavy drinker - greater than 9 units/day (finding),SNOMED,alcohol_hasbled,S-160578007
910,195185009,Cerebral infarct due to thrombosis of precerebral arteries,SNOMED,stroke_chads,S-195185009
911,300996004,Controlled atrial fibrillation (disorder),SNOMED,atrial_fibrillation,S-300996004
912,1110851000000100,Quality and Outcomes Framework atrial fibrillation quality indicator-related care invitation (procedure),SNOMED,atrial_fibrillation,S-1110851000000100
913,399957001,Peripheral arterial occlusive disease (disorder),SNOMED,vascular_disease_chads,S-399957001
914,65547006,Acute myocardial infarction of inferolateral wall,SNOMED,vascular_disease_chads,S-65547006
915,70211005,Acute myocardial infarction of anterolateral wall,SNOMED,vascular_disease_chads,S-70211005
916,424099008,Hepatic coma due to acute hepatitis B (disorder),SNOMED,liver_disease_hasbled,S-424099008
917,425413006,Drug-induced cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled,S-425413006
918,737202006,Fibropolycystic disease of liver (disorder),SNOMED,liver_disease_hasbled,S-737202006
919,61477008,Incision and exploration of liver (procedure),SNOMED,liver_disease_hasbled,S-61477008
920,26206000,Hepatic coma due to viral hepatitis B (disorder),SNOMED,liver_disease_hasbled,S-26206000
921,536002,Glissonian cirrhosis (disorder),SNOMED,liver_disease_hasbled,S-536002
922,34759911000001100,Warfarin 500microgram tablets (Sun Pharmaceutical Industries Europe B.V.),SNOMED,warfarin,S-34759911000001100
923,21919311000001100,Warfarin 500microgram tablets (Waymade Healthcare Plc),SNOMED,warfarin,S-21919311000001100
924,10733911000001100,Warfarin 500microgram tablets (Zentiva),SNOMED,warfarin,S-10733911000001100
925,12961311000001100,Warfarin 500micrograms/5ml oral solution (Special Order),SNOMED,warfarin,S-12961311000001100
926,32741911000001100,Warfarin 5mg capsules (Special Order),SNOMED,warfarin,S-32741911000001100
927,751611000001108,Warfarin 5mg tablets (A A H Pharmaceuticals Ltd),SNOMED,warfarin,S-751611000001108
928,769183005,Mild nonproliferative diabetic retinopathy of right eye,SNOMED,diabetes_chads,S-769183005
929,713370005,Acute on chronic alcoholic liver disease (disorder),SNOMED,liver_disease_hasbled,S-713370005
930,123605001,Nutritional cirrhosis (disorder),SNOMED,liver_disease_hasbled,S-123605001
931,768125005,Chronic hepatitis C caused by Hepatitis C virus genotype 2 (disorder),SNOMED,liver_disease_hasbled,S-768125005
932,725416005,Cardiomyopathy co-occurrent and due to cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled,S-725416005
